Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
35,0,Travel_Rarely,Sales,Technical Degree,Male,3,Manager,Single,25440
23,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Divorced,53990
41,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Single,54870
47,0,Travel_Frequently,Sales,Medical,Female,2,Laboratory Technician,Single,68340
42,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manager,Single,10910
29,0,Non-Travel,Sales,Marketing,Male,2,Human Resources,Married,57360
42,0,Travel_Rarely,Sales,Medical,Male,3,Research Scientist,Divorced,22260
32,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,57470
48,0,Travel_Rarely,Sales,Medical,Male,4,Sales Executive,Married,98540
37,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Manufacturing Director,Divorced,54670
30,0,Non-Travel,Sales,Other,Male,1,Healthcare Representative,Married,53800
26,0,Travel_Rarely,Sales,Medical,Female,5,Laboratory Technician,Married,51510
42,0,Travel_Rarely,Sales,Medical,Female,1,Laboratory Technician,Single,21330
21,1,Travel_Frequently,Research & Development,Medical,Female,4,Manufacturing Director,Single,178750
36,0,Non-Travel,Human Resources,Human Resources,Male,2,Laboratory Technician,Single,24320
36,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Research Scientist,Married,47710
57,0,Travel_Rarely,Research & Development,Life Sciences,Male,5,Research Scientist,Married,191610
40,0,Travel_Rarely,Research & Development,Other,Male,2,Sales Executive,Married,50870
21,0,Non-Travel,Research & Development,Life Sciences,Female,2,Manager,Single,28630
33,1,Travel_Rarely,Human Resources,Human Resources,Female,5,Manager,Single,55610
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Scientist,Married,21440
46,0,Non-Travel,Sales,Marketing,Female,2,Laboratory Technician,Married,30650
41,1,Travel_Frequently,Research & Development,Medical,Female,1,Research Scientist,Single,28100
50,0,Travel_Rarely,Research & Development,Medical,Female,3,Laboratory Technician,Single,98880
40,1,Travel_Rarely,Research & Development,Medical,Female,1,Healthcare Representative,Married,86280
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Human Resources,Single,28670
21,1,Travel_Rarely,Human Resources,Human Resources,Male,1,Laboratory Technician,Single,53730
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Director,Single,66670
35,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Single,50030
27,0,Travel_Rarely,Sales,Life Sciences,Male,1,Sales Executive,Divorced,23670
28,0,Travel_Rarely,Research & Development,Medical,Male,3,Manager,Single,28580
49,0,Travel_Rarely,Sales,Technical Degree,Male,2,Manufacturing Director,Single,52040
51,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,41050
36,0,Travel_Rarely,Sales,Life Sciences,Male,1,Sales Executive,Married,96790
34,1,Non-Travel,Research & Development,Life Sciences,Male,1,Sales Representative,Single,56170
55,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Single,104480
24,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Manager,Divorced,28970
30,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Manager,Married,59680
26,1,Travel_Frequently,Sales,Life Sciences,Male,2,Manager,Single,75100
22,0,Travel_Rarely,Research & Development,Other,Male,1,Research Scientist,Married,29910
36,0,Travel_Rarely,Research & Development,Medical,Female,5,Healthcare Representative,Married,196360
30,1,Travel_Frequently,Sales,Marketing,Male,3,Research Scientist,Single,11290
37,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Sales Executive,Divorced,133410
40,0,Travel_Rarely,Research & Development,Medical,Male,3,Research Scientist,Divorced,43320
42,0,Travel_Rarely,Research & Development,Medical,Female,4,Manager,Divorced,110310
37,0,Travel_Rarely,Sales,Marketing,Male,3,Sales Executive,Single,44400
43,0,Travel_Rarely,Sales,Life Sciences,Female,1,Sales Executive,Divorced,46170
40,0,Travel_Rarely,Sales,Life Sciences,Female,1,Laboratory Technician,Married,26470
54,0,Travel_Rarely,Human Resources,Life Sciences,Female,2,Manufacturing Director,Married,63230
34,0,Non-Travel,Research & Development,Medical,Male,1,Laboratory Technician,Married,56770
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Sales Executive,Married,21870
43,0,Travel_Frequently,Sales,Life Sciences,Female,1,Manufacturing Director,Married,37480
43,0,Travel_Rarely,Sales,Life Sciences,Male,2,Sales Representative,Divorced,39770
25,0,Travel_Rarely,Human Resources,Human Resources,Male,1,Manufacturing Director,Single,86330
37,0,Non-Travel,Research & Development,Medical,Male,3,Laboratory Technician,Married,20080
31,0,Travel_Rarely,Research & Development,Medical,Male,3,Laboratory Technician,Married,44400
39,0,Travel_Frequently,Research & Development,Technical Degree,Female,1,Sales Executive,Divorced,30670
56,0,Travel_Frequently,Research & Development,Life Sciences,Female,3,Sales Executive,Married,53210
30,0,Travel_Rarely,Sales,Medical,Female,2,Manufacturing Director,Single,54100
41,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Research Scientist,Married,27820
28,0,Travel_Rarely,Research & Development,Medical,Male,3,Healthcare Representative,Divorced,119570
25,1,Travel_Rarely,Research & Development,Life Sciences,Female,3,Laboratory Technician,Married,26600
52,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Representative,Married,33750
45,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Executive,Married,50980
52,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,48780
42,0,Travel_Frequently,Sales,Marketing,Female,2,Healthcare Representative,Divorced,28370
30,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Single,24060
60,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Married,22690
46,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Divorced,41080
42,0,Travel_Frequently,Research & Development,Technical Degree,Male,4,Sales Executive,Married,132060
24,1,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Single,104220
34,1,Travel_Frequently,Research & Development,Medical,Male,2,Research Scientist,Divorced,137440
38,0,Travel_Frequently,Sales,Marketing,Female,2,Sales Executive,Married,49070
40,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Married,34820
26,0,Travel_Rarely,Research & Development,Medical,Female,4,Healthcare Representative,Divorced,24360
30,0,Non-Travel,Research & Development,Medical,Female,2,Sales Executive,Married,23800
29,0,Travel_Rarely,Research & Development,Medical,Female,3,Manufacturing Director,Married,194310
29,1,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,17900
19,1,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Single,76440
30,0,Non-Travel,Research & Development,Life Sciences,Female,3,Research Scientist,Married,51310
57,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Scientist,Divorced,63060
50,0,Travel_Rarely,Sales,Life Sciences,Female,3,Manager,Married,47870
30,0,Non-Travel,Sales,Life Sciences,Male,3,Laboratory Technician,Single,188800
60,0,Travel_Frequently,Research & Development,Life Sciences,Female,4,Laboratory Technician,Married,23390
47,0,Travel_Rarely,Research & Development,Technical Degree,Male,5,Manufacturing Director,Divorced,135700
46,0,Travel_Rarely,Sales,Technical Degree,Male,1,Laboratory Technician,Married,67120
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Laboratory Technician,Single,54060
54,0,Travel_Rarely,Research & Development,Medical,Male,2,Human Resources,Single,89380
34,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Divorced,24390
46,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Married,88370
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Director,Divorced,53430
33,1,Travel_Rarely,Research & Development,Life Sciences,Female,4,Research Director,Married,67280
33,1,Travel_Rarely,Sales,Marketing,Male,2,Research Director,Divorced,66520
30,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,48500
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Representative,Married,28090
31,1,Travel_Frequently,Research & Development,Medical,Female,2,Sales Executive,Married,56890
34,1,Travel_Frequently,Sales,Marketing,Male,1,Research Director,Divorced,20010
42,0,Travel_Frequently,Research & Development,Medical,Female,1,Research Scientist,Married,29770
36,0,Non-Travel,Research & Development,Medical,Male,1,Research Scientist,Single,40250
22,1,Travel_Frequently,Research & Development,Medical,Female,2,Laboratory Technician,Single,37850
48,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Married,108540
55,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Executive,Single,120310
41,0,Non-Travel,Research & Development,Life Sciences,Female,2,Research Scientist,Single,99360
35,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Representative,Married,29660
40,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Single,25710
39,0,Travel_Frequently,Research & Development,Medical,Male,1,Research Scientist,Married,99910
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Director,Single,61420
42,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,53900
45,0,Travel_Rarely,Research & Development,Medical,Female,4,Sales Executive,Married,44040
26,1,Travel_Frequently,Research & Development,Life Sciences,Female,2,Laboratory Technician,Divorced,59930
29,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Divorced,51300
33,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Divorced,20900
31,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Divorced,29090
18,1,Travel_Frequently,Research & Development,Technical Degree,Male,1,Sales Executive,Single,34680
40,0,Non-Travel,Research & Development,Technical Degree,Female,2,Laboratory Technician,Divorced,30680
41,0,Non-Travel,Research & Development,Life Sciences,Male,2,Manufacturing Director,Single,26700
26,0,Travel_Rarely,Research & Development,Medical,Male,3,Healthcare Representative,Divorced,26930
35,0,Travel_Rarely,Research & Development,Medical,Male,2,Human Resources,Single,95260
34,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Single,52370
26,1,Travel_Rarely,Sales,Marketing,Female,2,Manufacturing Director,Single,24260
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,41930
46,0,Travel_Frequently,Research & Development,Medical,Male,5,Human Resources,Married,29110
41,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Married,26610
37,0,Non-Travel,Research & Development,Medical,Male,1,Sales Executive,Divorced,20280
52,0,Travel_Rarely,Sales,Medical,Male,1,Laboratory Technician,Divorced,99800
32,1,Non-Travel,Research & Development,Life Sciences,Female,2,Research Director,Married,32980
24,0,Travel_Frequently,Sales,Life Sciences,Female,1,Healthcare Representative,Married,29350
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,154270
37,0,Travel_Rarely,Research & Development,Technical Degree,Female,5,Research Scientist,Married,39440
49,0,Travel_Rarely,Sales,Life Sciences,Male,1,Sales Executive,Divorced,40110
24,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Married,34070
26,0,Travel_Rarely,Research & Development,Technical Degree,Female,4,Sales Executive,Married,119940
24,0,Travel_Rarely,Sales,Medical,Female,1,Laboratory Technician,Married,12320
50,0,Travel_Frequently,Sales,Marketing,Male,1,Sales Executive,Married,29600
25,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Married,190940
24,1,Travel_Frequently,Research & Development,Medical,Male,2,Research Scientist,Married,39190
30,1,Travel_Frequently,Research & Development,Other,Male,2,Healthcare Representative,Married,68250
34,0,Travel_Rarely,Sales,Life Sciences,Male,4,Research Director,Married,102480
31,1,Travel_Rarely,Research & Development,Medical,Female,1,Sales Representative,Divorced,189470
35,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Sales Executive,Single,24960
31,0,Travel_Rarely,Sales,Marketing,Female,2,Sales Executive,Divorced,64650
27,0,Travel_Rarely,Sales,Medical,Male,1,Sales Representative,Divorced,22060
37,0,Travel_Rarely,Sales,Marketing,Female,2,Laboratory Technician,Married,20860
20,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Representative,Single,22930
42,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,26450
43,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Divorced,26830
38,0,Travel_Rarely,Human Resources,Medical,Male,1,Human Resources,Single,20140
43,0,Travel_Frequently,Sales,Medical,Female,2,Healthcare Representative,Divorced,34190
48,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Married,53760
44,0,Travel_Rarely,Sales,Marketing,Male,2,Sales Executive,Single,19510
34,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Divorced,23410
27,1,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Divorced,22930
21,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Single,87260
44,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Married,40110
22,0,Travel_Rarely,Research & Development,Medical,Female,2,Laboratory Technician,Married,195450
33,0,Travel_Rarely,Sales,Marketing,Female,2,Manufacturing Director,Divorced,45680
32,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,30220
30,0,Travel_Frequently,Research & Development,Technical Degree,Male,3,Manager,Divorced,57720
53,0,Travel_Rarely,Research & Development,Other,Female,3,Manager,Single,22690
34,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Married,53810
45,1,Travel_Frequently,Research & Development,Life Sciences,Male,3,Research Director,Married,34410
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Married,54540
37,0,Travel_Rarely,Research & Development,Medical,Male,1,Manager,Married,98840
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,41570
35,0,Travel_Rarely,Research & Development,Medical,Female,4,Laboratory Technician,Single,134580
33,0,Travel_Frequently,Research & Development,Technical Degree,Male,2,Laboratory Technician,Divorced,90690
54,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,40140
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Divorced,59150
27,0,Travel_Rarely,Sales,Marketing,Male,5,Research Director,Single,59930
20,1,Travel_Rarely,Research & Development,Life Sciences,Male,5,Sales Representative,Single,61620
